POINT_ID,LC0_Desc,BDsample_0,coarse_mas,BDfine_0_2,coarse_vol,,
,Land Cover (Eurostat),BDsample_0_20_2018,coarse_mass_fraction,BDfine_0_20_2018_approx,coarse_volume_fraction_approx,,
33542042,Cropland,1.011,0.22,0.862,0.086,,
33562026,Woodland,1.214,0.54,0.746,0.252,,
33581994,Woodland,1.906,0.59,1.377,0.433,,
33582000,Bareland,1.376,0.31,1.135,0.164,,
33582012,Cropland,1.137,0.33,0.89,0.144,,
33582030,Grassland,1.155,0.08,1.102,0.036,,
33602008,Grassland,1.363,0.5,0.923,0.262,,
33602044,Shrubland,1.11,0.11,1.037,0.047,,
33621986,Bareland,1.6,0.51,1.142,0.314,,
33641988,Woodland,1.209,0.51,0.776,0.237,,
33642042,Cropland,1.388,0.23,1.218,0.123,,
33642142,Cropland,1.179,0.16,1.067,0.073,,
33662002,Cropland,1.702,0.21,1.559,0.137,,
33662020,Bareland,1.471,0.73,0.677,0.413,,
33662110,Cropland,1.272,0.38,0.969,0.186,,
33681992,Bareland,1.587,0.4,1.259,0.244,,
33682010,Cropland,1.554,0.39,1.236,0.233,,
33682052,Cropland,1.534,0.15,1.43,0.089,,
33702020,Woodland,1.235,0.43,0.884,0.204,,
33721992,Cropland,1.7,0.18,1.58,0.118,,
33722082,Cropland,1.245,0.21,1.094,0.101,,
33722122,Grassland,1.297,0.2,1.153,0.1,,
33722150,Bareland,1.225,0.3,0.998,0.141,,
33741972,Cropland,1.22,0.21,1.069,0.098,,
33742110,Cropland,1.173,0.51,0.747,0.23,,
33762022,Cropland,1.441,0.24,1.263,0.133,,
33762094,Cropland,1.31,0.49,0.887,0.247,,
33762144,Cropland,1.087,0.12,1.007,0.05,,
33781948,Shrubland,1.335,0.31,1.095,0.159,,
33781984,Bareland,1.466,0.21,1.313,0.118,,
33782062,Cropland,1.544,0.33,1.286,0.196,,
33782074,Cropland,1.383,0.31,1.143,0.165,,
33802018,Cropland,1.475,0.33,1.216,0.187,,
33802032,Shrubland,1.125,0.77,0.388,0.333,,
33802036,Cropland,1.309,0.55,0.815,0.277,,
33822024,Cropland,1.42,0.12,1.337,0.066,,
33822042,Bareland,1.41,0.68,0.714,0.369,,
33842164,Grassland,1.138,0.2,0.998,0.088,,
33842206,Grassland,1.225,0.04,1.199,0.019,,
33862010,Cropland,1.272,0.1,1.204,0.049,,
33862028,Cropland,1.444,0.3,1.212,0.167,,
33862060,Shrubland,1.496,0.66,0.82,0.38,,
33862160,Cropland,1.093,0.13,1.005,0.055,,
33882026,Cropland,1.411,0.23,1.241,0.125,,
33882074,Grassland,1.314,0.43,0.957,0.217,,
33882116,Cropland,1.526,0.05,1.493,0.029,,
33882200,Cropland,1.158,0.11,1.084,0.049,,
33901978,Woodland,1.486,0.41,1.145,0.234,,
33902036,Cropland,1.426,0.15,1.32,0.082,,
33902114,Cropland,1.674,0.04,1.649,0.026,,
33902140,Bareland,1.511,0.27,1.308,0.157,,
33921980,Cropland,1.708,0.11,1.638,0.072,,
33922020,Cropland,1.532,0.38,1.223,0.224,,
33922038,Cropland,1.587,0.33,1.331,0.201,,
33922196,Bareland,1.208,0.25,1.025,0.116,,
33941950,Grassland,1.099,0.2,0.96,0.085,,
33941964,Grassland,1.273,0.59,0.734,0.289,,
33942022,Bareland,1.674,0.14,1.582,0.09,,
33942180,Cropland,1.193,0.16,1.082,0.073,,
33942216,Grassland,1.446,0.08,1.392,0.044,,
33961984,Grassland,1.726,0.24,1.56,0.159,,
33962088,Bareland,1.557,0.32,1.31,0.192,,
33962116,Cropland,1.061,0.13,0.974,0.053,,
33962134,Cropland,1.153,0.33,0.904,0.146,,
33962182,Cropland,1.263,0.29,1.043,0.141,,
33981990,Grassland,1.602,0.39,1.286,0.24,,
33982022,Cropland,1.523,0.16,1.411,0.094,,
34002034,Bareland,1.576,0.21,1.426,0.127,,
34002136,Cropland,1.311,0.32,1.063,0.161,,
34022002,Cropland,1.648,0.23,1.486,0.146,,
34022030,Grassland,1.16,0.12,1.078,0.054,,
34022044,Cropland,1.461,0.62,0.852,0.348,,
34022174,Cropland,1.35,0.38,1.042,0.197,,
34041970,Woodland,1.625,0.11,1.553,0.069,,
34041988,Woodland,1.289,0.12,1.206,0.059,,
34042006,Shrubland,1.843,0.43,1.511,0.305,,
34042024,Cropland,1.479,0.23,1.31,0.131,,
34062008,Cropland,1.467,0.07,1.42,0.039,,
34082060,Cropland,1.507,0.25,1.321,0.145,,
34082176,Cropland,1.257,0.18,1.128,0.087,,
34102020,Shrubland,1.496,0.38,1.187,0.219,,
34102106,Grassland,0.962,0.11,0.892,0.041,,
34122012,Woodland,1.347,0.4,1.019,0.207,,
34161996,Shrubland,1.342,0.27,1.138,0.139,,
34162018,Grassland,1.523,0.2,1.38,0.117,,
34162032,Bareland,1.468,0.18,1.34,0.102,,
34162184,Cropland,1.297,0.03,1.277,0.015,,
34182024,Shrubland,1.609,0.34,1.345,0.21,,
34182132,Grassland,1.717,0.07,1.674,0.046,,
34182178,Bareland,1.497,0.05,1.464,0.029,,
34201972,Bareland,1.041,0.28,0.844,0.112,,
34202062,Cropland,1.327,0.1,1.258,0.051,,
34202146,Shrubland,1.27,0.06,1.229,0.029,,
34222096,Grassland,1.08,0.06,1.041,0.025,,
34222150,Cropland,1.203,0.03,1.183,0.014,,
34242002,Shrubland,1.369,0.2,1.224,0.105,,
34242074,Bareland,1.161,0.09,1.1,0.04,,
34262082,Bareland,1.336,0.11,1.26,0.057,,
34282152,Cropland,1.286,0.19,1.15,0.094,,
34322080,Bareland,1.312,0.04,1.285,0.02,,
34342040,Cropland,1.514,0.09,1.454,0.052,,
34362082,Cropland,1.429,0.26,1.234,0.143,,
34362150,Cropland,1.397,0.23,1.227,0.124,,
34362178,Cropland,1.234,0.06,1.193,0.028,,
34382138,Cropland,1.343,0.06,1.303,0.031,,
34382156,Grassland,1.436,0.14,1.338,0.077,,
34402006,Shrubland,1.525,0.42,1.173,0.246,,
34402118,Bareland,1.061,0.04,1.035,0.016,,
34402168,Cropland,1.1,0.04,1.074,0.017,,
34402178,Cropland,1.358,0.07,1.311,0.037,,
34422080,Cropland,1.297,0.32,1.049,0.16,,
34461998,Grassland,1.071,0.19,0.941,0.078,,
34482148,Grassland,1.403,0.09,1.342,0.049,,
34482192,Cropland,1.269,0.11,1.193,0.054,,
34502056,Grassland,1.447,0.11,1.372,0.061,,
34502098,Cropland,1.172,0.03,1.152,0.014,,
34502224,Grassland,0.988,0.29,0.788,0.11,,
34522098,Cropland,1.177,0.25,0.995,0.113,,
34522176,Cropland,1.615,0.09,1.556,0.056,,
34542034,Bareland,1.248,0.06,1.207,0.029,,
34542106,Cropland,1.141,0.09,1.081,0.039,,
34562164,Cropland,1.522,0.13,1.433,0.076,,
34582042,Cropland,1.494,0.14,1.397,0.08,,
34582172,Cropland,1.658,0.07,1.614,0.045,,
34582178,Cropland,1.496,0.05,1.463,0.029,,
34582186,Cropland,1.23,0.18,1.102,0.085,,
34602092,Cropland,1.351,0.18,1.222,0.094,,
34602152,Cropland,1.329,0.08,1.275,0.041,,
34602236,Woodland,0.752,0.33,0.557,0.095,,
34622132,Bareland,1.271,0.1,1.202,0.049,,
34642044,Cropland,1.498,0.04,1.472,0.023,,
34642088,Bareland,1.251,0.11,1.175,0.053,,
34642160,Cropland,1.214,0.05,1.181,0.023,,
34662148,Cropland,1.536,0.09,1.476,0.053,,
34682152,Cropland,1.463,0.02,1.45,0.011,,
34702166,Cropland,1.585,0.06,1.546,0.037,,
34762078,Bareland,1.4,0.04,1.373,0.022,,
34762150,Cropland,1.605,0.11,1.533,0.068,,
34762196,Woodland,1.163,0.27,0.965,0.121,,
34782164,Cropland,1.425,0.11,1.35,0.06,,
34802042,Shrubland,1.444,0.05,1.41,0.028,,
34822134,Cropland,1.306,0.11,1.23,0.055,,
34842126,Bareland,1.468,0.15,1.363,0.085,,
34882068,Cropland,1.179,0.07,1.132,0.032,,
34882144,Cropland,1.508,0.04,1.482,0.023,,
34882166,Cropland,0.943,0.11,0.874,0.04,,
34902136,Cropland,1.334,0.05,1.301,0.026,,
34942160,Cropland,1.326,0.07,1.279,0.036,,
34962128,Cropland,1.168,0.04,1.141,0.018,,
34982150,Cropland,1.235,0.34,0.972,0.162,,
35002110,Bareland,1.331,0.04,1.304,0.02,,
35002134,Cropland,1.32,0.37,1.024,0.188,,
35042124,Cropland,1.157,0.14,1.061,0.062,,
35042146,Grassland,1.061,0.14,0.968,0.057,,
35062104,Bareland,1.293,0.13,1.203,0.065,,
35142092,Cropland,1.364,0.09,1.302,0.047,,
35142218,Woodland,0.867,0.34,0.645,0.113,,
35182124,Cropland,1.287,0.1,1.219,0.05,,
35302214,Woodland,0.929,0.14,0.841,0.05,,
35382192,Woodland,0.612,0.32,0.45,0.075,,
35402214,Cropland,0.543,0.11,0.495,0.023,,
35462218,Woodland,0.602,0.48,0.352,0.111,,
31322030,Grassland,1.373,0.12,1.29,0.063,,
31402008,Cropland,1.331,0.19,1.194,0.097,,
31402026,Cropland,1.271,0.22,1.111,0.108,,
31502084,Woodland,0.989,0.16,0.884,0.061,,
31521980,Bareland,1.086,0.16,0.977,0.067,,
31602000,Cropland,1.197,0.11,1.122,0.051,,
31622088,Woodland,1.377,0.36,1.089,0.191,,
31622092,Woodland,1.024,0.3,0.813,0.118,,
31642018,Cropland,1.286,0.13,1.196,0.064,,
31782094,Grassland,1.451,0.19,1.314,0.106,,
31801998,Cropland,1.259,0.15,1.153,0.073,,
31842046,Bareland,1.316,0.1,1.248,0.051,,
31842060,Bareland,1.237,0.23,1.069,0.109,,
31881998,Cropland,1.256,0.04,1.23,0.019,,
31962040,Bareland,1.326,0.19,1.189,0.097,,
32021988,Cropland,1.273,0.1,1.205,0.049,,
32022028,Bareland,1.574,0.07,1.528,0.042,,
32061988,Cropland,1.51,0.12,1.428,0.07,,
32062006,Cropland,1.666,0.15,1.567,0.096,,
30782188,Cropland,1.09,0.17,0.974,0.071,,
30802190,Cropland,1.201,0.17,1.082,0.079,,
30822264,Woodland,0.972,0.3,0.766,0.112,,
31002206,Cropland,1.308,0.01,1.301,0.005,,
31042188,Cropland,1.108,0.18,0.984,0.077,,
31322314,Grassland,1.032,0.35,0.779,0.139,,
31381772,Cropland,1.201,0.26,1.01,0.12,,
31382090,Grassland,0.86,0.13,0.782,0.043,,
31382312,Grassland,1.145,0.13,1.057,0.057,,
31581774,Cropland,1.506,0.28,1.294,0.162,,
31621846,Grassland,1.209,0.12,1.127,0.056,,
32222236,Woodland,1.155,0.28,0.95,0.124,,
32261948,Cropland,1.42,0.11,1.345,0.06,,
32461996,Cropland,1.474,0.1,1.406,0.057,,
32462208,Shrubland,1.105,0.33,0.861,0.14,,
32482188,Woodland,0.798,0.08,0.753,0.025,,
32522262,Shrubland,0.785,0.14,0.705,0.042,,
32561992,Bareland,1.461,0.03,1.441,0.017,,
32582164,Woodland,0.872,0.09,0.818,0.03,,
32602178,Woodland,0.582,0.07,0.55,0.016,,
32721928,Bareland,1.417,0.2,1.272,0.109,,
32721996,Cropland,1.234,0.3,1.007,0.142,,
32822198,Woodland,1.003,0.29,0.802,0.112,,
32862174,Woodland,0.863,0.05,0.834,0.017,,
32902170,Cropland,1.327,0.04,1.3,0.02,,
32902202,Shrubland,0.772,0.4,0.526,0.119,,
32921902,Cropland,1.423,0.06,1.383,0.033,,
32922214,Woodland,1.082,0.24,0.914,0.1,,
32941850,Cropland,1.342,0.06,1.302,0.031,,
33002856,Cropland,1.242,0.12,1.159,0.057,,
33022080,Woodland,0.932,0.26,0.761,0.093,,
33022188,Woodland,0.946,0.32,0.728,0.116,,
33041814,Cropland,1.547,0.03,1.528,0.018,,
33061854,Cropland,1.1,0.49,0.708,0.207,,
33101854,Cropland,1.237,0.14,1.14,0.067,,
33221838,Cropland,1.209,0.26,1.018,0.121,,
33241858,Cropland,1.179,0.14,1.083,0.063,,
33262130,Shrubland,1.212,0.31,0.978,0.145,,
33341814,Cropland,1.546,0.23,1.379,0.137,,
33401850,Woodland,1.08,0.12,1,0.05,,
33441780,Cropland,1.364,0.36,1.076,0.189,,
33502280,Woodland,0.759,0.26,0.608,0.076,,
33542240,Grassland,1.853,0.07,1.814,0.05,,
33581802,Shrubland,1.477,0.15,1.372,0.085,,
33601804,Cropland,1.399,0.19,1.262,0.102,,
33722906,Cropland,1.313,0.04,1.286,0.02,,
33962884,Cropland,1.471,0.09,1.41,0.051,,
34143312,Cropland,1.22,0.16,1.108,0.075,,
34162756,Grassland,1.548,0.09,1.488,0.054,,
34181898,Cropland,1.36,0.05,1.327,0.026,,
34221974,Shrubland,0.965,0.39,0.688,0.145,,
34381904,Cropland,1.337,0.05,1.304,0.026,,
34561990,Woodland,0.327,0.27,0.247,0.034,,
35002106,Bareland,1.205,0.24,1.03,0.111,,
35021982,Cropland,1.284,0.04,1.257,0.02,,
29122076,Grassland,1.284,0.25,1.098,0.123,,
29122112,Grassland,1.125,0.25,0.946,0.108,,
29142114,Grassland,1.052,0.22,0.9,0.089,,
29182100,Grassland,1.674,0.35,1.405,0.225,,
29262270,Shrubland,1.229,0.17,1.109,0.08,,
29282088,Grassland,1.206,0.38,0.908,0.176,,
29342128,Cropland,1.374,0.23,1.204,0.122,,
29382110,Bareland,1.387,0.11,1.311,0.059,,
29402144,Woodland,1.086,0.17,0.97,0.071,,
29402258,Woodland,0.791,0.25,0.642,0.076,,
29422254,Woodland,0.836,0.48,0.514,0.154,,
29462254,Shrubland,0.792,0.5,0.467,0.152,,
29502304,Woodland,1.139,0.27,0.943,0.118,,
29542262,Woodland,1.062,0.26,0.879,0.106,,
29542352,Shrubland,0.455,0.12,0.409,0.021,,
29562218,Grassland,1.223,0.13,1.133,0.061,,
29582266,Shrubland,0.918,0.44,0.608,0.155,,
29582312,Cropland,1.223,0.25,1.039,0.118,,
29622346,Grassland,1.011,0.29,0.809,0.113,,
29642098,Grassland,1.169,0.18,1.043,0.081,,
29682168,Grassland,1.594,0.17,1.477,0.104,,
29702110,Grassland,1.126,0.17,1.008,0.074,,
29702138,Grassland,1.556,0.25,1.372,0.15,,
29702264,Woodland,0.745,0.45,0.47,0.129,,
29702300,Shrubland,1.5,0.43,1.137,0.248,,
29722178,Grassland,1.25,0.23,1.082,0.111,,
29722312,Woodland,1.324,0.24,1.146,0.122,,
29742308,Woodland,1.356,0.25,1.169,0.13,,
29842170,Cropland,1.253,0.37,0.961,0.178,,
29902060,Woodland,1.013,0.21,0.871,0.082,,
29902262,Woodland,1.225,0.37,0.935,0.174,,
29922134,Cropland,1.715,0.14,1.625,0.092,,
29922218,Grassland,1.132,0.24,0.961,0.104,,
29922282,Shrubland,1.059,0.48,0.685,0.196,,
29942046,Shrubland,1.092,0.19,0.961,0.08,,
29942222,Bareland,1.236,0.41,0.906,0.195,,
29962070,Woodland,0.768,0.17,0.671,0.05,,
29962260,Grassland,1.435,0.1,1.366,0.055,,
29962314,Woodland,1.151,0.49,0.75,0.217,,
29982076,Grassland,1.334,0.32,1.085,0.164,,
29982144,Grassland,1.236,0.15,1.131,0.071,,
29982166,Grassland,1.402,0.25,1.215,0.135,,
29982246,Cropland,1.275,0.05,1.241,0.025,,
30022058,Shrubland,1.079,0.22,0.926,0.091,,
30042042,Grassland,0.656,0.1,0.605,0.025,,
30042190,Cropland,1.34,0.39,1.023,0.201,,
30042214,Woodland,1.56,0.08,1.508,0.048,,
30042222,Grassland,1.102,0.12,1.021,0.051,,
30042244,Bareland,1.332,0.18,1.203,0.092,,
30042340,Shrubland,1.129,0.34,0.874,0.148,,
30062134,Cropland,1.266,0.29,1.046,0.141,,
30082100,Grassland,1.299,0.11,1.223,0.055,,
30082276,Cropland,1.566,0.12,1.485,0.072,,
30102056,Woodland,1.2,0.17,1.081,0.078,,
30102228,Grassland,1.247,0.11,1.172,0.053,,
30122158,Woodland,1.248,0.23,1.08,0.11,,
30122252,Cropland,1.352,0.06,1.312,0.031,,
30122270,Woodland,1.052,0.23,0.893,0.093,,
30122294,Cropland,1.463,0.15,1.358,0.084,,
30122298,Shrubland,1.574,0.34,1.308,0.206,,
30142056,Grassland,1.161,0.23,0.996,0.103,,
30142062,Woodland,1.577,0.13,1.489,0.079,,
30142106,Grassland,1.425,0.24,1.247,0.131,,
30142232,Grassland,1.563,0.17,1.444,0.102,,
30162054,Grassland,0.723,0.1,0.669,0.028,,
30162184,Grassland,1.461,0.22,1.3,0.124,,
30162192,Cropland,1.2,0.14,1.103,0.065,,
30162292,Woodland,1.206,0.34,0.945,0.158,,
30182092,Woodland,1.481,0.25,1.295,0.142,,
30182196,Cropland,1.397,0.15,1.291,0.081,,
30182326,Grassland,0.634,0.14,0.565,0.034,,
30202134,Bareland,1.356,0.18,1.227,0.094,,
30202184,Cropland,1.311,0.19,1.174,0.096,,
30202248,Cropland,1.404,0.09,1.342,0.049,,
30202274,Cropland,1.189,0.17,1.07,0.078,,
30202338,Grassland,0.597,0.21,0.496,0.048,,
30222222,Grassland,1.455,0.12,1.373,0.067,,
30242074,Woodland,1.385,0.33,1.126,0.176,,
30242188,Cropland,1.263,0.15,1.158,0.073,,
30242206,Cropland,1.394,0.17,1.273,0.091,,
30242218,Cropland,1.285,0.05,1.251,0.025,,
30242236,Grassland,0.993,0.18,0.874,0.069,,
30242254,Cropland,1.592,0.2,1.451,0.122,,
30262168,Bareland,1.495,0.04,1.468,0.023,,
30262190,Cropland,1.228,0.06,1.187,0.028,,
30262322,Cropland,0.903,0.2,0.776,0.069,,
30282120,Cropland,1.57,0.05,1.537,0.03,,
30282128,Cropland,1.621,0.07,1.576,0.044,,
30282174,Cropland,1.04,0.36,0.778,0.144,,
30282318,Woodland,1.026,0.27,0.838,0.107,,
30302096,Grassland,1.679,0.2,1.542,0.129,,
30302158,Cropland,1.494,0.08,1.44,0.046,,
30302208,Cropland,1.454,0.12,1.372,0.067,,
30302240,Cropland,1.384,0.14,1.286,0.075,,
30302248,Shrubland,1.395,0.03,1.375,0.016,,
30302258,Cropland,1.311,0.33,1.053,0.166,,
30302302,Grassland,1.339,0.13,1.248,0.067,,
30322080,Grassland,1.21,0.14,1.113,0.065,,
30322206,Cropland,1.421,0.04,1.395,0.022,,
30322260,Cropland,1.325,0.23,1.155,0.117,,
30322278,Cropland,1.571,0.22,1.413,0.133,,
30342234,Cropland,1.327,0.19,1.19,0.097,,
30342270,Cropland,1.609,0.22,1.452,0.136,,
30362098,Bareland,1.168,0.35,0.9,0.157,,
30362124,Cropland,1.788,0.05,1.759,0.034,,
30362254,Cropland,1.505,0.37,1.206,0.214,,
30382104,Cropland,1.206,0.11,1.131,0.051,,
30382238,Woodland,1.062,0.36,0.796,0.147,,
30402208,Bareland,1.346,0.08,1.292,0.041,,
30402322,Grassland,1.26,0.28,1.05,0.136,,
30422170,Grassland,1.478,0.19,1.342,0.108,,
30422224,Cropland,1.248,0.08,1.194,0.038,,
30422296,Grassland,1.511,0.18,1.383,0.105,,
30442082,Woodland,1.378,0.22,1.216,0.117,,
30442186,Bareland,1.366,0.16,1.252,0.084,,
30462138,Cropland,1.367,0.19,1.23,0.1,,
30462170,Cropland,1.559,0.21,1.409,0.126,,
30462200,Grassland,1.032,0.31,0.812,0.123,,
30462264,Grassland,1.461,0.17,1.34,0.095,,
30482108,Cropland,1.431,0.21,1.278,0.116,,
30482208,Bareland,1.354,0.12,1.271,0.062,,
30502124,Cropland,1.42,0.14,1.322,0.076,,
30502182,Bareland,1.343,0.04,1.316,0.021,,
30502218,Cropland,1.298,0.03,1.278,0.015,,
30502250,Cropland,1.455,0.15,1.35,0.084,,
30502272,Cropland,1.382,0.15,1.276,0.08,,
30502304,Cropland,1.558,0.13,1.469,0.078,,
30502308,Bareland,1.675,0.38,1.375,0.245,,
30522202,Cropland,1.308,0.09,1.247,0.045,,
30522306,Bareland,1.325,0.07,1.277,0.036,,
30542182,Cropland,1.315,0.07,1.267,0.035,,
30562086,Bareland,1.302,0.61,0.731,0.305,,
30562152,Cropland,1.367,0.33,1.108,0.174,,
30562194,Cropland,1.084,0.18,0.961,0.075,,
30562338,Grassland,1.143,0.35,0.878,0.154,,
30582118,Cropland,1.769,0.3,1.556,0.204,,
30582222,Cropland,1.304,0.07,1.257,0.035,,
30582240,Cropland,1.256,0.02,1.242,0.01,,
30582258,Cropland,1.463,0.26,1.268,0.146,,
30602044,Shrubland,1.266,0.22,1.106,0.107,,
30602080,Shrubland,1.104,0.21,0.958,0.089,,
30602110,Cropland,1.259,0.01,1.252,0.005,,
30602170,Cropland,1.466,0.43,1.103,0.242,,
30602224,Cropland,1.355,0.06,1.314,0.031,,
30602264,Cropland,1.821,0.09,1.768,0.063,,
30602278,Cropland,1.421,0.07,1.374,0.038,,
30622070,Grassland,1.196,0.23,1.029,0.106,,
30622096,Bareland,1.364,0.21,1.211,0.11,,
30622150,Cropland,1.393,0.2,1.248,0.107,,
30622262,Cropland,1.546,0.1,1.479,0.059,,
30622304,Shrubland,1.594,0.46,1.198,0.282,,
30642062,Grassland,1.296,0.14,1.198,0.07,,
30642134,Cropland,1.491,0.11,1.416,0.063,,
30642164,Grassland,1.263,0.54,0.788,0.262,,
30642260,Cropland,1.642,0.18,1.519,0.114,,
30642296,Cropland,1.359,0.08,1.304,0.042,,
30662054,Woodland,0.958,0.21,0.82,0.077,,
30662118,Cropland,1.417,0.26,1.221,0.142,,
30662208,Cropland,1.165,0.19,1.031,0.085,,
30662324,Grassland,1.197,0.15,1.092,0.069,,
30682052,Grassland,1.075,0.12,0.995,0.05,,
30682088,Cropland,1.503,0.25,1.317,0.144,,
30682206,Cropland,1.495,0.09,1.434,0.052,,
30702094,Bareland,1.436,0.13,1.346,0.072,,
30702108,Bareland,1.422,0.16,1.309,0.088,,
30702274,Grassland,1.541,0.2,1.399,0.119,,
30722260,Grassland,1.536,0.18,1.409,0.106,,
30742058,Shrubland,1.386,0.19,1.249,0.101,,
30742170,Grassland,1.274,0.33,1.018,0.162,,
30742224,Cropland,1.386,0.06,1.346,0.032,,
30762208,Cropland,1.412,0.03,1.392,0.016,,
30762262,Grassland,1.386,0.17,1.265,0.091,,
30782134,Bareland,0.9,0.08,0.852,0.028,,
30802052,Cropland,1.334,0.24,1.156,0.123,,
30802214,Cropland,1.352,0.03,1.332,0.016,,
30802294,Woodland,1.142,0.37,0.859,0.162,,
30802312,Shrubland,1.169,0.21,1.019,0.094,,
30842132,Cropland,1.478,0.19,1.342,0.108,,
30842234,Bareland,1.373,0.09,1.311,0.048,,
30842244,Cropland,1.534,0.04,1.508,0.024,,
30842252,Cropland,1.533,0.05,1.5,0.029,,
30842262,Cropland,1.614,0.22,1.458,0.137,,
30862182,Bareland,1.116,0.1,1.049,0.043,,
30862278,Bareland,1.432,0.21,1.279,0.116,,
30882130,Bareland,1.491,0.14,1.394,0.08,,
30882342,Grassland,0.828,0.25,0.675,0.08,,
30902056,Grassland,1.282,0.17,1.161,0.084,,
30902196,Grassland,1.554,0.02,1.541,0.012,,
30902242,Cropland,1.683,0.07,1.639,0.045,,
30902260,Cropland,1.662,0.03,1.643,0.019,,
30922090,Cropland,1.459,0.14,1.362,0.079,,
30922176,Cropland,1.218,0.39,0.909,0.183,,
30922224,Cropland,1.246,0.05,1.213,0.024,,
30922248,Cropland,1.474,0.08,1.42,0.045,,
30922310,Grassland,1.571,0.2,1.43,0.121,,
30922324,Woodland,1.063,0.14,0.97,0.057,,
30962066,Grassland,0.807,0.13,0.731,0.04,,
30962228,Cropland,1.355,0.04,1.328,0.021,,
30962246,Cropland,1.551,0.06,1.512,0.036,,
30962290,Woodland,0.988,0.06,0.95,0.023,,
30962308,Cropland,1.329,0.1,1.26,0.051,,
30982262,Cropland,1.426,0.06,1.386,0.033,,
31002188,Cropland,1.164,0.21,1.015,0.094,,
31002254,Cropland,1.573,0.02,1.56,0.012,,
31022060,Grassland,1.148,0.11,1.074,0.049,,
31022078,Grassland,1.287,0.22,1.127,0.109,,
31022172,Cropland,1.227,0.07,1.18,0.033,,
31022194,Grassland,1.056,0.27,0.866,0.11,,
31022252,Cropland,1.395,0.05,1.361,0.027,,
31022262,Cropland,1.537,0.23,1.37,0.136,,
31062246,Cropland,1.446,0.09,1.385,0.05,,
31062252,Cropland,1.684,0.1,1.62,0.065,,
31062270,Cropland,1.154,0.31,0.923,0.138,,
31082232,Cropland,1.503,0.08,1.45,0.046,,
31082236,Cropland,1.349,0.14,1.251,0.073,,
31102104,Cropland,1.374,0.05,1.34,0.026,,
31102202,Cropland,1.267,0.04,1.241,0.019,,
31102220,Cropland,1.414,0.05,1.38,0.027,,
31102270,Cropland,1.587,0.22,1.43,0.134,,
31102306,Grassland,1.186,0.26,0.996,0.119,,
31122070,Grassland,1.404,0.22,1.242,0.119,,
31122088,Grassland,1.506,0.28,1.294,0.162,,
31122114,Bareland,1.269,0.09,1.208,0.044,,
31122280,Cropland,1.416,0.13,1.326,0.071,,
31122298,Shrubland,1.319,0.37,1.023,0.188,,
31142216,Cropland,1.392,0.14,1.294,0.075,,
31142218,Cropland,1.108,0.04,1.082,0.017,,
31142272,Cropland,1.475,0.1,1.407,0.057,,
31142296,Cropland,1.023,0.36,0.762,0.142,,
31162082,Grassland,1.376,0.12,1.293,0.064,,
31162160,Cropland,0.685,0.1,0.633,0.026,,
31162208,Cropland,1.16,0.08,1.106,0.036,,
31162316,Artificial land,1.284,0.3,1.055,0.148,,
31182138,Cropland,1.592,0.22,1.435,0.135,,
31182188,Cropland,1.095,0.06,1.055,0.025,,
31182218,Cropland,1.138,0.21,0.99,0.092,,
31182246,Cropland,1.446,0.43,1.083,0.239,,
31202126,Grassland,1.389,0.06,1.349,0.032,,
31202150,Cropland,1.132,0.06,1.092,0.026,,
31202176,Cropland,1.149,0.11,1.074,0.049,,
31222070,Woodland,0.894,0.22,0.754,0.076,,
31222146,Cropland,1.14,0.04,1.114,0.018,,
31222178,Cropland,1.116,0.12,1.035,0.051,,
31242162,Woodland,1.03,0.06,0.991,0.024,,
31262106,Grassland,1.353,0.15,1.247,0.078,,
31262268,Cropland,1.403,0.13,1.312,0.07,,
31282278,Cropland,1.375,0.09,1.314,0.048,,
31302114,Cropland,1.504,0.24,1.327,0.139,,
31302214,Cropland,1.215,0.13,1.125,0.061,,
31302240,Cropland,1.352,0.08,1.297,0.042,,
31302250,Cropland,1.402,0.08,1.347,0.043,,
31362128,Cropland,1.369,0.17,1.247,0.089,,
31362156,Cropland,1.121,0.04,1.095,0.017,,
31362210,Cropland,1.005,0.17,0.893,0.066,,
31362264,Cropland,1.765,0.06,1.729,0.041,,
31402242,Cropland,1.51,0.05,1.477,0.029,,
31422138,Cropland,1.013,0.06,0.975,0.023,,
31422166,Cropland,1.098,0.03,1.079,0.013,,
31422198,Cropland,1.282,0.1,1.213,0.049,,
31422234,Cropland,1.308,0.11,1.232,0.055,,
31422252,Cropland,1.376,0.15,1.27,0.079,,
31422310,Woodland,1.026,0.36,0.765,0.142,,
31462112,Cropland,1.149,0.16,1.038,0.071,,
31462234,Grassland,1.099,0.08,1.046,0.034,,
31482178,Cropland,1.027,0.17,0.913,0.067,,
31482262,Cropland,1.232,0.2,1.089,0.095,,
31522114,Cropland,1.277,0.11,1.201,0.054,,
31522142,Cropland,1.088,0.16,0.98,0.067,,
31522178,Cropland,1.146,0.29,0.932,0.128,,
31542128,Grassland,0.97,0.04,0.945,0.015,,
31542174,Cropland,0.956,0.2,0.826,0.074,,
31542242,Cropland,1.269,0.06,1.228,0.029,,
31582170,Cropland,0.932,0.03,0.914,0.011,,
31602108,Woodland,1.087,0.15,0.985,0.063,,
31602144,Cropland,1.106,0.12,1.026,0.051,,
31602148,Cropland,1.052,0.2,0.915,0.081,,
31602166,Cropland,1.212,0.1,1.144,0.047,,
