POINT_ID,LC0_Desc,BDsample_0,coarse_mas,BDfine_0_2,coarse_vol,,
,Land Cover (Eurostat),BDsample_0_20_2018,coarse_mass_fraction,BDfine_0_20_2018_approx,coarse_volume_fraction_approx,,
36603000,Cropland,1.112,0.04,1.086,0.017,,
36642912,Cropland,1.196,0.11,1.121,0.051,,
36642922,Cropland,1.367,0.1,1.299,0.053,,
36662908,Cropland,1.514,0.28,1.302,0.163,,
36722926,Woodland,0.915,0.17,0.807,0.06,,
36722938,Cropland,1.388,0.13,1.298,0.069,,
36723010,Cropland,1.193,0.16,1.081,0.073,,
36742982,Cropland,1.188,0.08,1.134,0.037,,
36743000,Cropland,1.233,0.08,1.179,0.038,,
36882964,Woodland,1.089,0.03,1.069,0.013,,
36922952,Cropland,1.094,0.14,0.999,0.059,,
36962982,Cropland,1.346,0.18,1.217,0.093,,
36963004,Cropland,1.255,0.11,1.18,0.053,,
37002984,Cropland,1.165,0.07,1.118,0.031,,
37022938,Cropland,1.281,0.12,1.198,0.059,,
37023010,Cropland,1.237,0.16,1.124,0.076,,
37023016,Cropland,1.156,0.15,1.053,0.067,,
37082974,Cropland,1.224,0.12,1.141,0.056,,
37103014,Cropland,1.178,0.19,1.044,0.086,,
37122992,Grassland,1.011,0.15,0.912,0.058,,
37143022,Cropland,1.33,0.17,1.209,0.087,,
37183012,Woodland,1.161,0.25,0.98,0.112,,
37223008,Grassland,0.972,0.16,0.868,0.06,,
40822300,Shrubland,0.742,0.35,0.536,0.1,,
37423086,Cropland,1.054,0.16,0.946,0.065,,
37503086,Cropland,1.55,0.03,1.531,0.018,,
37583076,Cropland,1.245,0.11,1.17,0.053,,
37623064,Cropland,0.897,0.14,0.811,0.048,,
37623100,Grassland,1.116,0.09,1.056,0.039,,
37743100,Cropland,1.135,0.06,1.095,0.026,,
37763062,Cropland,1.19,0.06,1.15,0.027,,
37783050,Cropland,1.145,0.05,1.112,0.022,,
37783054,Grassland,0.771,0.05,0.743,0.015,,
37823096,Cropland,1.049,0.04,1.023,0.016,,
37863032,Cropland,0.951,0.05,0.92,0.018,,
37863050,Cropland,0.9,0.04,0.876,0.014,,
37903116,Cropland,1.21,0.02,1.197,0.009,,
37923070,Cropland,1.001,0.23,0.846,0.089,,
37923106,Cropland,0.888,0.17,0.782,0.058,,
37943040,Cropland,1.019,0.02,1.007,0.008,,
37943058,Cropland,0.977,0.1,0.914,0.038,,
37963036,Grassland,0.849,0.17,0.746,0.056,,
37963072,Cropland,1.36,0.22,1.198,0.115,,
37983124,Cropland,0.87,0.03,0.852,0.01,,
38003068,Cropland,1.255,0.05,1.221,0.024,,
38023064,Cropland,0.923,0.16,0.822,0.057,,
38043050,Bareland,1.134,0.04,1.107,0.017,,
38083026,Cropland,0.93,0.15,0.835,0.054,,
38263030,Cropland,0.966,0.08,0.916,0.03,,
38263044,Cropland,1.151,0.04,1.125,0.018,,
38343016,Cropland,1.359,0.07,1.311,0.037,,
38723036,Grassland,1.153,0.13,1.064,0.058,,
38843040,Cropland,1.5,0.06,1.461,0.035,,
38863036,Grassland,1.085,0.05,1.053,0.021,,
38903014,Grassland,0.898,0.18,0.785,0.062,,
39023026,Woodland,1.114,0.09,1.054,0.039,,
37183026,Cropland,1.198,0.05,1.165,0.023,,
37243036,Cropland,1.113,0.06,1.074,0.026,,
37322932,Cropland,1.155,0.07,1.109,0.031,,
37322942,Cropland,1.094,0.1,1.027,0.042,,
37323018,Cropland,1.399,0.02,1.386,0.011,,
37363038,Cropland,1.316,0.06,1.275,0.03,,
37522944,Cropland,0.983,0.23,0.829,0.087,,
37562974,Cropland,1.29,0.1,1.222,0.05,,
37583008,Cropland,1.122,0.08,1.069,0.035,,
37642978,Cropland,1.237,0.05,1.204,0.024,,
37762968,Cropland,1.231,0.07,1.184,0.033,,
37782982,Cropland,1.176,0.06,1.136,0.027,,
37822928,Bareland,1.331,0.1,1.263,0.051,,
37862928,Cropland,1.399,0.03,1.379,0.016,,
37863018,Grassland,1.129,0.2,0.989,0.087,,
37882980,Cropland,1.076,0.09,1.017,0.037,,
37902990,Bareland,0.936,0.21,0.799,0.076,,
37903026,Cropland,1.258,0.13,1.168,0.063,,
37923016,Cropland,0.911,0.24,0.755,0.084,,
37982956,Cropland,1.263,0.2,1.119,0.097,,
38042982,Cropland,1.119,0.08,1.066,0.034,,
38083008,Cropland,1.115,0.26,0.929,0.112,,
38162926,Cropland,1.318,0.09,1.256,0.046,,
38182982,Cropland,1.031,0.09,0.973,0.036,,
38202974,Cropland,1.334,0.06,1.294,0.031,,
38302950,Cropland,0.819,0.04,0.796,0.013,,
38302972,Cropland,1.183,0.07,1.136,0.032,,
38322924,Cropland,1.238,0.07,1.191,0.033,,
38323000,Cropland,1.169,0.15,1.066,0.067,,
38362906,Cropland,1.171,0.15,1.067,0.068,,
38362928,Bareland,1.201,0.07,1.154,0.032,,
38362960,Woodland,1.386,0.09,1.324,0.048,,
38362988,Cropland,1.242,0.24,1.066,0.115,,
38522974,Cropland,1.204,0.24,1.029,0.111,,
38542960,Cropland,0.976,0.03,0.958,0.011,,
38582942,Cropland,1.325,0.1,1.257,0.051,,
38922992,Cropland,1.115,0.12,1.034,0.051,,
38943000,Grassland,1.09,0.14,0.996,0.059,,
39002980,Grassland,1.049,0.15,0.949,0.061,,
39002992,Cropland,1.339,0.08,1.285,0.041,,
41342812,Cropland,1.238,0.08,1.184,0.038,,
41403376,Grassland,1.233,0.18,1.105,0.085,,
41643072,Woodland,0.743,0.28,0.581,0.08,,
41763118,Grassland,1.119,0.25,0.94,0.108,,
42583080,Grassland,1.169,0.09,1.109,0.04,,
43022698,Woodland,0.501,0.4,0.326,0.077,,
43143676,Cropland,1.391,0.06,1.351,0.032,,
41062772,Cropland,1.145,0.19,1.012,0.084,,
41062784,Grassland,1.179,0.35,0.91,0.159,,
41062870,Grassland,1.073,0.14,0.979,0.058,,
41182814,Woodland,0.335,0.26,0.256,0.033,,
41222794,Woodland,1.046,0.69,0.449,0.277,,
41302764,Cropland,1.184,0.1,1.116,0.046,,
41322778,Cropland,1.326,0.29,1.105,0.148,,
41342746,Cropland,1.382,0.38,1.074,0.202,,
41342782,Cropland,1.211,0.1,1.143,0.047,,
41342836,Grassland,1.349,0.1,1.28,0.052,,
41382834,Cropland,1.197,0.17,1.078,0.078,,
41582848,Cropland,1.417,0.09,1.356,0.049,,
41722878,Bareland,1.329,0.13,1.238,0.066,,
41822870,Cropland,1.414,0.05,1.38,0.027,,
38442850,Cropland,1.206,0.08,1.152,0.037,,
38522836,Cropland,1.095,0.16,0.986,0.067,,
38522848,Cropland,1.323,0.15,1.217,0.076,,
38582838,Cropland,1.241,0.07,1.194,0.033,,
38602818,Cropland,0.994,0.25,0.824,0.096,,
38722802,Cropland,0.897,0.06,0.861,0.021,,
38762780,Cropland,1.064,0.13,0.977,0.053,,
38782872,Cropland,1.255,0.12,1.172,0.058,,
38822848,Cropland,1.222,0.2,1.079,0.094,,
38842810,Cropland,0.987,0.3,0.779,0.114,,
38902838,Cropland,1.058,0.33,0.819,0.134,,
38922812,Grassland,0.895,0.31,0.691,0.107,,
38922830,Cropland,1.145,0.23,0.981,0.101,,
38982792,Cropland,1.299,0.1,1.23,0.05,,
38982814,Cropland,1.277,0.08,1.223,0.039,,
38982868,Cropland,1.205,0.24,1.03,0.111,,
38982940,Bareland,1.186,0.12,1.104,0.055,,
39002952,Bareland,1.445,0.1,1.377,0.056,,
39062920,Cropland,1.057,0.19,0.928,0.077,,
39082798,Cropland,1.267,0.08,1.213,0.039,,
39082838,Cropland,1.192,0.08,1.138,0.037,,
39082862,Cropland,1.197,0.06,1.157,0.028,,
39122928,Cropland,1.192,0.11,1.117,0.05,,
39162828,Cropland,1.112,0.39,0.814,0.167,,
39162930,Cropland,1.202,0.11,1.127,0.051,,
39222802,Cropland,1.099,0.19,0.967,0.08,,
39222852,Cropland,1.343,0.06,1.303,0.031,,
39222870,Cropland,1.324,0.19,1.187,0.097,,
39242962,Grassland,0.9,0.1,0.839,0.035,,
39302924,Cropland,1.095,0.09,1.036,0.038,,
39322890,Cropland,1.205,0.11,1.13,0.051,,
39342876,Cropland,1.401,0.15,1.295,0.081,,
39342958,Woodland,0.892,0.05,0.862,0.017,,
39362952,Cropland,1.364,0.24,1.185,0.126,,
39442798,Woodland,1.294,0.23,1.125,0.114,,
39462812,Cropland,1.211,0.17,1.092,0.079,,
39482816,Cropland,1.043,0.32,0.813,0.128,,
39522778,Cropland,1.395,0.05,1.361,0.027,,
39562918,Cropland,1.135,0.15,1.032,0.065,,
39582964,Cropland,0.939,0.07,0.896,0.025,,
39642830,Cropland,0.937,0.2,0.808,0.072,,
39702792,Cropland,1.138,0.14,1.042,0.061,,
39722740,Cropland,1.38,0.12,1.297,0.064,,
39742788,Grassland,0.985,0.11,0.915,0.042,,
39742824,Cropland,1.283,0.06,1.243,0.03,,
39742828,Cropland,1.298,0.2,1.154,0.1,,
39842798,Cropland,1.115,0.15,1.013,0.064,,
39882750,Woodland,1.153,0.02,1.14,0.009,,
39882756,Grassland,0.702,0.04,0.681,0.011,,
39942766,Woodland,1.274,0.1,1.206,0.049,,
39982762,Grassland,1.168,0.02,1.155,0.009,,
40082758,Cropland,1.331,0.06,1.291,0.031,,
39662870,Cropland,1.502,0.04,1.476,0.023,,
39662878,Grassland,1.583,0.07,1.537,0.043,,
39662924,Woodland,0.768,0.04,0.746,0.012,,
39782890,Cropland,1.21,0.25,1.027,0.116,,
39802946,Cropland,1.368,0.11,1.292,0.058,,
39922842,Cropland,0.913,0.2,0.785,0.07,,
39982874,Woodland,0.645,0.13,0.58,0.032,,
39982916,Grassland,0.62,0.09,0.576,0.021,,
40002938,Cropland,1.319,0.09,1.258,0.046,,
40022914,Cropland,0.975,0.22,0.829,0.083,,
40062904,Cropland,1.328,0.03,1.308,0.015,,
40082884,Grassland,0.958,0.1,0.895,0.037,,
40142776,Grassland,1.154,0.11,1.079,0.049,,
40162772,Cropland,1.315,0.19,1.178,0.096,,
40202910,Cropland,1.277,0.18,1.149,0.088,,
40242846,Cropland,1.303,0.02,1.289,0.01,,
40262884,Woodland,0.952,0.19,0.829,0.07,,
40322818,Cropland,1.051,0.08,0.999,0.032,,
40322908,Cropland,0.939,0.09,0.883,0.033,,
40402890,Cropland,1.136,0.27,0.94,0.118,,
40442880,Grassland,1.104,0.04,1.078,0.017,,
40522906,Grassland,0.824,0.02,0.813,0.006,,
40562852,Cropland,1.168,0.2,1.027,0.09,,
40562870,Cropland,1.143,0.06,1.104,0.026,,
40582782,Grassland,1.257,0.05,1.224,0.024,,
40602894,Cropland,1.01,0.14,0.918,0.054,,
40622908,Cropland,0.861,0.27,0.69,0.089,,
40682902,Cropland,0.845,0.2,0.723,0.065,,
40682920,Cropland,1.002,0.04,0.977,0.015,,
40702880,Cropland,1.401,0.11,1.325,0.059,,
40722884,Cropland,1.425,0.09,1.364,0.049,,
40782846,Cropland,1.462,0.03,1.442,0.017,,
40782882,Cropland,1.326,0.09,1.265,0.046,,
40822860,Grassland,0.943,0.04,0.918,0.015,,
40902848,Woodland,1.214,0.1,1.146,0.047,,
40962778,Woodland,0.848,0.6,0.422,0.196,,
40982812,Grassland,1.265,0.19,1.129,0.092,,
40982890,Woodland,1.055,0.3,0.84,0.122,,
41242892,Grassland,1.071,0.3,0.855,0.124,,
43182690,Grassland,0.863,0.22,0.726,0.073,,
43263184,Woodland,0.233,0.03,0.227,0.003,,
43402682,Woodland,0.198,0.2,0.161,0.015,,
33902770,Grassland,1.541,0.06,1.501,0.036,,
34082784,Grassland,1.414,0.1,1.345,0.054,,
34182744,Grassland,1.11,0.14,1.015,0.06,,
34222730,Cropland,1.191,0.15,1.087,0.069,,
34302720,Cropland,1.647,0.14,1.554,0.089,,
34322776,Grassland,1.322,0.11,1.246,0.056,,
34342702,Cropland,1.127,0.12,1.046,0.052,,
34402712,Cropland,1.237,0.1,1.168,0.048,,
34442708,Cropland,1.413,0.25,1.226,0.136,,
34482660,Cropland,1.359,0.08,1.305,0.042,,
34522698,Grassland,1.486,0.05,1.453,0.029,,
34542712,Cropland,1.316,0.1,1.248,0.051,,
34562704,Cropland,1.462,0.09,1.401,0.051,,
34582676,Cropland,1.648,0.01,1.642,0.006,,
34622806,Cropland,1.393,0.1,1.324,0.054,,
34702666,Bareland,1.319,0.07,1.272,0.036,,
34722748,Cropland,0.122,0.03,0.119,0.001,,
34742674,Cropland,1.348,0.16,1.234,0.083,,
34762730,Cropland,1.269,0.08,1.214,0.039,,
34782740,Cropland,1.202,0.13,1.112,0.06,,
34882720,Grassland,1.125,0.17,1.008,0.074,,
34922776,Cropland,1.429,0.32,1.179,0.176,,
34942744,Cropland,1.159,0.15,1.055,0.067,,
34942784,Cropland,1.326,0.07,1.278,0.036,,
34982730,Cropland,1.309,0.21,1.156,0.106,,
34982780,Cropland,1.37,0.06,1.329,0.032,,
35082780,Cropland,1.378,0.06,1.338,0.032,,
35082784,Grassland,1.254,0.07,1.206,0.034,,
35102740,Cropland,1.37,0.08,1.315,0.042,,
35162766,Grassland,1.025,0.04,0.999,0.016,,
35162802,Grassland,1.434,0.05,1.4,0.028,,
35302784,Grassland,1.115,0.15,1.012,0.064,,
35322812,Grassland,1.121,0.04,1.095,0.017,,
35342752,Cropland,1.008,0.18,0.889,0.07,,
35422752,Cropland,1.576,0.06,1.537,0.036,,
35482790,Cropland,1.195,0,1.195,0,,
35522766,Cropland,1.51,0.17,1.39,0.099,,
35522780,Shrubland,1.167,0.07,1.121,0.031,,
35522856,Cropland,1.259,0.06,1.218,0.029,,
35562756,Cropland,1.512,0.07,1.466,0.041,,
35582728,Cropland,1.149,0.08,1.096,0.035,,
35602810,Cropland,1.349,0.08,1.294,0.041,,
35642746,Cropland,1.323,0.03,1.303,0.015,,
35642830,Cropland,1.011,0.21,0.869,0.082,,
35662844,Cropland,1.208,0.18,1.081,0.084,,
35722746,Woodland,0.601,0.1,0.553,0.023,,
35742828,Cropland,1.1,0.04,1.074,0.017,,
35882802,Cropland,1.508,0.06,1.469,0.035,,
36062860,Grassland,1.129,0.24,0.957,0.104,,
36142788,Woodland,0.651,0.16,0.57,0.04,,
36142824,Grassland,1.296,0.07,1.249,0.035,,
36142842,Cropland,0.846,0.22,0.711,0.072,,
36182776,Cropland,0.963,0.2,0.832,0.074,,
36242802,Cropland,1.446,0.06,1.406,0.033,,
36262836,Bareland,1.027,0.11,0.955,0.043,,
43622690,Woodland,0.241,0.33,0.167,0.031,,
43723014,Cropland,1.471,0.04,1.445,0.023,,
44103574,Cropland,1.282,0.07,1.235,0.035,,
44143586,Cropland,1.351,0.08,1.297,0.042,,
32602852,Woodland,0.806,0.21,0.681,0.065,,
32682930,Cropland,1.086,0.05,1.054,0.021,,
32782906,Cropland,1.038,0.1,0.973,0.04,,
32802920,Grassland,0.98,0.14,0.889,0.053,,
32822932,Cropland,1.222,0.06,1.182,0.028,,
32882938,Cropland,1.175,0.05,1.142,0.023,,
32942926,Cropland,1.075,0.03,1.055,0.012,,
33062848,Cropland,1.081,0.07,1.035,0.029,,
33082864,Grassland,0.598,0.07,0.565,0.016,,
33142852,Grassland,1.037,0.05,1.005,0.02,,
33262896,Bareland,1.309,0.06,1.268,0.03,,
33282856,Grassland,0.917,0.12,0.843,0.042,,
33322870,Grassland,1.345,0.1,1.277,0.052,,
33342884,Bareland,1.275,0.05,1.242,0.025,,
33422866,Woodland,0.634,0.13,0.569,0.032,,
33422880,Grassland,1.219,0.11,1.143,0.052,,
33422902,Grassland,1.11,0.18,0.985,0.077,,
33442932,Grassland,1.392,0.07,1.344,0.037,,
33502852,Grassland,1.296,0.14,1.198,0.07,,
33562836,Cropland,1.272,0.21,1.12,0.103,,
33562926,Cropland,1.287,0.05,1.253,0.025,,
33582814,Grassland,1.372,0.07,1.325,0.037,,
33582822,Cropland,1.319,0.12,1.236,0.061,,
33622846,Cropland,1.176,0.08,1.122,0.036,,
33642852,Cropland,1.298,0.14,1.2,0.07,,
33682898,Cropland,1.288,0.08,1.234,0.04,,
33722838,Cropland,1.334,0.12,1.25,0.062,,
33762832,Cropland,1.383,0.04,1.356,0.021,,
33782872,Grassland,1.003,0.05,0.972,0.019,,
33802810,Cropland,1.312,0.07,1.265,0.035,,
33822802,Grassland,1.231,0.1,1.163,0.047,,
33842866,Cropland,1.158,0.05,1.125,0.022,,
34102872,Cropland,1.366,0.13,1.276,0.068,,
34102908,Cropland,1.399,0.13,1.308,0.07,,
34122850,Cropland,1.465,0.06,1.425,0.034,,
34122882,Cropland,1.316,0.09,1.254,0.046,,
34202854,Cropland,1.293,0.06,1.252,0.03,,
34202866,Cropland,1.358,0.07,1.311,0.037,,
34262824,Grassland,1.323,0.24,1.145,0.122,,
34282836,Cropland,1.259,0.04,1.233,0.019,,
34382818,Cropland,1.32,0.06,1.28,0.03,,
34462890,Cropland,1.359,0.04,1.332,0.021,,
34562818,Cropland,1.386,0.24,1.208,0.128,,
34562872,Cropland,1.345,0.07,1.297,0.036,,
34622842,Cropland,1.351,0.22,1.189,0.114,,
34662858,Grassland,1.291,0.21,1.138,0.104,,
34742884,Cropland,1.341,0.17,1.22,0.088,,
34762834,Cropland,1.477,0.07,1.43,0.04,,
34922866,Cropland,1.287,0.22,1.127,0.109,,
44322920,Grassland,1.231,0.26,1.039,0.123,,
44363574,Cropland,1.39,0.11,1.314,0.059,,
44942712,Woodland,0.648,0.32,0.479,0.08,,
34302328,Cropland,1.042,0.19,0.914,0.076,,
34342302,Cropland,1.444,0.29,1.222,0.161,,
34402298,Cropland,1.294,0.08,1.24,0.04,,
34402352,Woodland,1.222,0.03,1.202,0.014,,
34442320,Grassland,1.209,0.1,1.141,0.046,,
34582352,Grassland,1.142,0.16,1.031,0.07,,
34602380,Woodland,1.209,0.03,1.189,0.014,,
34682394,Woodland,1.264,0,1.264,0,,
34762502,Cropland,1.641,0.01,1.635,0.006,,
34822350,Cropland,1.375,0.02,1.361,0.011,,
34862308,Cropland,0.936,0.07,0.893,0.025,,
34882324,Cropland,0.933,0.08,0.884,0.029,,
34882360,Cropland,1.239,0.02,1.225,0.01,,
34902366,Cropland,1.568,0.03,1.549,0.018,,
34922386,Grassland,1.01,0.03,0.991,0.012,,
34922452,Woodland,1.33,0.11,1.254,0.056,,
34982298,Cropland,0.889,0.14,0.803,0.048,,
35002314,Grassland,0.815,0.11,0.751,0.034,,
35002386,Woodland,1.24,0.03,1.22,0.014,,
35242486,Cropland,1.459,0.06,1.419,0.034,,
35302442,Cropland,1.623,0.06,1.584,0.037,,
35382378,Grassland,1.157,0.09,1.097,0.04,,
35402488,Grassland,1.412,0.13,1.321,0.071,,
35422410,Cropland,1.586,0.1,1.52,0.061,,
35422446,Cropland,1.575,0.03,1.556,0.018,,
35442438,Cropland,1.401,0.04,1.374,0.022,,
35482492,Grassland,1.057,0.1,0.991,0.041,,
35502398,Cropland,1.744,0.06,1.708,0.04,,
35522406,Cropland,1.532,0.05,1.499,0.029,,
35542404,Cropland,1.414,0.09,1.353,0.049,,
35662424,Cropland,1.49,0.1,1.422,0.057,,
35682398,Grassland,1.489,0.13,1.399,0.074,,
35682434,Cropland,1.589,0.08,1.537,0.049,,
35702420,Cropland,1.562,0.04,1.536,0.024,,
35722404,Cropland,1.149,0.14,1.053,0.062,,
35742526,Woodland,0.997,0.33,0.764,0.126,,
35782450,Cropland,1.18,0.32,0.938,0.145,,
35842502,Grassland,0.957,0.27,0.775,0.099,,
35882514,Cropland,1.153,0.34,0.896,0.151,,
35902512,Woodland,1.017,0.07,0.972,0.027,,
35942488,Woodland,1.112,0.31,0.884,0.133,,
35942542,Cropland,1.469,0.21,1.316,0.119,,
35962500,Woodland,0.728,0.52,0.409,0.146,,
35962540,Grassland,0.437,0.12,0.392,0.02,,
36062492,Woodland,1.091,0.17,0.975,0.071,,
36202514,Grassland,1.16,0.1,1.092,0.045,,
36242492,Cropland,1.101,0.32,0.866,0.136,,
36282504,Grassland,1.083,0.1,1.017,0.042,,
36302512,Woodland,0.853,0.22,0.717,0.072,,
36322504,Cropland,1.355,0.24,1.177,0.125,,
36362452,Woodland,0.894,0.05,0.864,0.017,,
36362512,Woodland,0.726,0.21,0.609,0.059,,
36382514,Grassland,1,0.39,0.717,0.15,,
36342600,Woodland,1.07,0.06,1.031,0.025,,
36382568,Grassland,0.839,0.07,0.798,0.023,,
36582596,Grassland,0.944,0.16,0.841,0.058,,
36602568,Woodland,1.027,0.04,1.001,0.016,,
36602618,Grassland,0.982,0.08,0.931,0.03,,
36682522,Cropland,1.251,0.04,1.224,0.019,,
36742492,Grassland,1.282,0.06,1.241,0.03,,
36742604,Cropland,1.08,0.25,0.903,0.104,,
36782572,Grassland,0.902,0.07,0.86,0.024,,
36842488,Woodland,0.916,0.05,0.886,0.018,,
36862590,Woodland,0.605,0.16,0.527,0.037,,
36882622,Cropland,1.129,0.08,1.076,0.035,,
36902560,Woodland,0.691,0.16,0.606,0.043,,
37002606,Grassland,1.002,0.14,0.91,0.054,,
37102564,Grassland,0.939,0.2,0.809,0.072,,
37202566,Grassland,0.862,0.37,0.619,0.123,,
37222540,Grassland,1.16,0.26,0.971,0.116,,
37242510,Woodland,0.586,0.12,0.53,0.027,,
37242618,Cropland,1.162,0.1,1.094,0.045,,
37362534,Grassland,1.144,0.02,1.131,0.009,,
37362588,Grassland,1.267,0.1,1.199,0.049,,
37382566,Woodland,1.077,0.23,0.917,0.095,,
37382578,Cropland,1.243,0.26,1.05,0.124,,
37422586,Cropland,1.288,0.11,1.212,0.054,,
34662634,Cropland,1.199,0.1,1.131,0.046,,
34742632,Cropland,1.034,0.2,0.898,0.08,,
34802604,Cropland,1.117,0.15,1.014,0.064,,
34982564,Cropland,0.808,0.63,0.371,0.196,,
35002620,Cropland,1.077,0.32,0.844,0.133,,
35042530,Cropland,1.085,0.32,0.852,0.134,,
35062540,Cropland,1.05,0.05,1.018,0.02,,
35062630,Cropland,1.076,0.05,1.044,0.021,,
35082550,Cropland,0.869,0.15,0.777,0.05,,
35122538,Cropland,1.078,0.13,0.991,0.054,,
35142542,Cropland,0.877,0.33,0.661,0.111,,
35162510,Grassland,1.22,0.04,1.194,0.019,,
35162564,Grassland,1.099,0.25,0.922,0.106,,
35162590,Cropland,0.859,0.34,0.638,0.112,,
35162680,Cropland,1.165,0.09,1.105,0.04,,
35182620,Woodland,0.614,0.14,0.546,0.033,,
35202624,Bareland,0.868,0.38,0.616,0.127,,
35242684,Cropland,1.136,0.13,1.048,0.057,,
35282704,Cropland,1.215,0.3,0.989,0.14,,
35342564,Cropland,1.238,0.38,0.937,0.181,,
35342626,Cropland,0.975,0.06,0.938,0.023,,
35342676,Cropland,1.166,0.13,1.077,0.058,,
35362530,Cropland,1.133,0.42,0.804,0.183,,
35362710,Grassland,1.016,0.04,0.991,0.016,,
35382516,Cropland,1.159,0.25,0.978,0.111,,
35382588,Cropland,1.248,0.11,1.173,0.053,,
35422716,Cropland,1.221,0.04,1.195,0.019,,
35442582,Cropland,1.209,0.11,1.134,0.051,,
35442636,Cropland,1.022,0.14,0.93,0.055,,
35482708,Cropland,1.123,0.05,1.09,0.022,,
35522518,Woodland,1.359,0.09,1.297,0.047,,
35522590,Cropland,1.18,0.07,1.133,0.032,,
35522672,Cropland,1.04,0.15,0.94,0.06,,
35542602,Cropland,1.069,0.25,0.893,0.103,,
35562612,Cropland,0.89,0.07,0.848,0.024,,
35582524,Cropland,1.127,0.11,1.053,0.048,,
35582566,Cropland,1.005,0.16,0.899,0.062,,
35582584,Cropland,1.241,0.09,1.18,0.043,,
35602536,Cropland,1.191,0.18,1.064,0.082,,
35602558,Woodland,1.023,0.25,0.85,0.098,,
35622640,Cropland,1.036,0.06,0.998,0.024,,
35622658,Cropland,1.248,0.06,1.207,0.029,,
35662600,Cropland,1.313,0.13,1.223,0.066,,
35742714,Cropland,1.474,0.07,1.427,0.04,,
35822566,Grassland,1.125,0.14,1.029,0.061,,
35882622,Cropland,1.141,0.15,1.038,0.066,,
35922558,Grassland,1.371,0.15,1.265,0.079,,
35922588,Woodland,1.214,0.1,1.146,0.047,,
36062644,Bareland,1.062,0.07,1.017,0.029,,
36102588,Woodland,0.862,0.1,0.802,0.033,,
45042696,Grassland,0.594,0.31,0.441,0.071,,
45062714,Grassland,0.938,0.09,0.882,0.032,,
45143854,Woodland,0.665,0.2,0.561,0.051,,
45183718,Grassland,1.078,0.09,1.019,0.037,,
45362696,Grassland,0.724,0.32,0.54,0.089,,
45743828,Woodland,0.815,0.25,0.663,0.078,,
45784544,Woodland,1.405,0.36,1.116,0.195,,
45883824,Woodland,0.421,0.16,0.363,0.026,,
46064260,Woodland,0.208,0.25,0.159,0.02,,
46122606,Woodland,0.163,0.36,0.107,0.023,,
36562280,Grassland,1.474,0.1,1.406,0.057,,
36862270,Bareland,1.429,0.33,1.17,0.181,,
37602280,Shrubland,1.656,0.05,1.624,0.032,,
37682420,Grassland,0.882,0.28,0.702,0.095,,
37722426,Grassland,0.175,0.15,0.15,0.01,,
37742434,Grassland,1.024,0.17,0.911,0.067,,
37782406,Woodland,1.085,0.1,1.019,0.042,,
37802434,Grassland,0.667,0.16,0.584,0.041,,
37822406,Grassland,1.019,0.31,0.8,0.121,,
37862420,Grassland,1.437,0.43,1.074,0.238,,
37882440,Woodland,0.716,0.25,0.577,0.069,,
37902328,Shrubland,0.8,0.31,0.61,0.095,,
37902390,Cropland,1.413,0.14,1.315,0.076,,
37922448,Grassland,0.874,0.2,0.749,0.067,,
37942418,Cropland,1.287,0.23,1.118,0.114,,
38022398,Woodland,0.954,0.3,0.75,0.11,,
38022408,Woodland,1.055,0.26,0.872,0.105,,
38042428,Woodland,0.989,0.3,0.781,0.114,,
38102416,Shrubland,0.643,0.24,0.519,0.059,,
38162422,Grassland,0.286,0.27,0.215,0.03,,
38182406,Cropland,1.353,0.1,1.285,0.052,,
38222384,Woodland,1.029,0.23,0.872,0.091,,
38262408,Woodland,0.994,0.36,0.738,0.138,,
38282398,Woodland,0.886,0.38,0.631,0.129,,
38302418,Woodland,0.903,0.08,0.855,0.028,,
38522344,Cropland,1.105,0.07,1.059,0.03,,
38562344,Cropland,1.079,0.34,0.829,0.141,,
38802318,Grassland,1.433,0.04,1.407,0.022,,
38842342,Cropland,1.514,0.2,1.37,0.116,,
38922362,Cropland,1.101,0.11,1.028,0.047,,
38942352,Grassland,1.127,0.39,0.827,0.169,,
39002340,Cropland,1.091,0.06,1.052,0.025,,
35002236,Grassland,0.867,0.17,0.763,0.057,,
35082276,Cropland,1.259,0.12,1.176,0.058,,
35102290,Cropland,1.44,0.12,1.357,0.066,,
35162334,Cropland,1.682,0.1,1.619,0.065,,
35202306,Cropland,1.728,0.1,1.666,0.066,,
35202360,Cropland,1.702,0.04,1.677,0.026,,
35242302,Cropland,1.718,0.08,1.668,0.053,,
35322282,Grassland,1.205,0.22,1.046,0.102,,
35342334,Cropland,1.51,0.31,1.271,0.18,,
35382238,Grassland,0.866,0.54,0.485,0.18,,
35402314,Cropland,1.586,0.2,1.445,0.122,,
35402344,Cropland,1.648,0.29,1.433,0.184,,
35422288,Cropland,1.678,0.1,1.614,0.065,,
35462290,Cropland,1.515,0.13,1.426,0.076,,
35462350,Cropland,1.49,0.08,1.437,0.046,,
35482240,Grassland,1.204,0.34,0.943,0.157,,
35522294,Cropland,1.67,0.09,1.612,0.058,,
35542260,Woodland,0.88,0.26,0.714,0.088,,
35562300,Cropland,1.571,0.09,1.511,0.054,,
35562342,Cropland,1.732,0.08,1.683,0.053,,
35582326,Grassland,1.498,0.24,1.321,0.138,,
35622352,Cropland,1.652,0.21,1.506,0.133,,
35622370,Cropland,1.617,0.01,1.611,0.006,,
